--> Fan2023_Database_FractureToughness.csv
Al10.53 B5.26 Co10.53 Cr10.53 Cu10.53 Fe10.53 Mo10.53 Ni10.53 Si10.53 Ti10.53
Al42.86 Co17.29 Cr17.29 Fe17.29 Ni17.29
Al23 Co15 Cr23 Cu8 Fe15 Ni15
Al23 Co15 Cr23 Cu8 Fe15 Ni15
Co20 Cr20 Fe20 Mn20 Ni20
Co20 Cr20 Fe20 Mn20 Ni20
Co20 Cr20 Fe20 Mn20 Ni20
Al5.88 Cr29.41 Fe29.41 Ni29.41 Ti5.88
Al16.67 Cr16.67 Cu16.67 Fe16.67 Ni33.33
Al16.67 Cr16.67 Cu16.67 Fe16.67 Ni33.33
Al18 Co20 Cr21 Fe20 Ni21
Al15.5 Co20 Cr22.25 Fe20 Ni22.25
Al13 Co20 Cr23.5 Fe20 Ni23.5
Co33.33 Cr33.33 Ni33.33
Co33.33 Cr33.33 Ni33.33
Co33.33 Cr33.33 Ni33.33
Al20 Co20 Cr20 Fe20 Ni20
Mo25 Nb25 Ta25 W25
Mo25 Nb25 Ta25 W25
Co25 Cr25 Fe25 Ni25
Al20 Co20 Cr20 Fe20 Ni20
Al20 Co20 Cr20 Fe20 Ni20
Cr20 Cu20 Fe20 Ti20 Zn20
Cr19 Cu19 Fe19 Pb5 Ti19 Zn19
Cr18 Cu18 Fe18 Pb10 Ti18 Zn18
Co22.22 Cr22.22 Fe22.22 Ni22.22 S11.11
Nb25 Ta25 Ti25 Zr25
Mo5 Nb23.75 Ta23.75 Ti23.75 Zr23.75
Mo10 Nb22.5 Ta22.5 Ti22.5 Zr22.5
Mo20 Nb20 Ta20 Ti20 Zr20
Al10.71 Co17.86 Cr17.86 Fe17.86 Ni17.86 Ti17.86
Al10.71 Co17.86 Cr17.86 Fe17.86 Ni17.86 Ti17.86
Al10.71 Co17.86 Cr17.86 Fe17.86 Ni17.86 Ti17.86
Al10.71 Co17.86 Cr17.86 Fe17.86 Ni17.86 Ti17.86
Cr15 Fe20 Ni45 V20
Cr15 Fe20 Ni45 V20
Cr15 Fe20 Ni45 V20
Cr15 Fe20 Ni45 V20
Co22.22 Cr22.22 Fe22.22 Nb11.11 Ni22.22
Mo25 Nb25 Ta25 W25
Mo25 Nb25 Ta25 W25
Mo25 Nb25 Ta25 W25
Co20 Cr10 Fe45 Ni15 V10
Co20 Cr10 Fe45 Ni15 V10
Al2.44 Co24.39 Cr24.39 Fe24.39 Ni24.39
Al20 Co20 Cr20 Fe20 Ni20
Al42.86 Co14.29 Cr14.29 Fe14.29 Ni14.29
Co20 Cr20 Fe20 Mn20 Ni20
B0.01 C0.04 Co19.96 Cr19.99 Fe20.07 Mn19.94 Mo0.04 Ni19.94 Y0.01
B0.03 C0.09 Co19.93 Cr19.97 Fe20.14 Mn19.88 Mo0.07 Ni19.88 Y0.01
B0.06 C0.20 Co19.83 Cr19.93 Fe20.31 Mn19.74 Mo0.17 Ni19.74 Y0.03
B0.10 C0.35 Co19.72 Cr19.88 Fe20.53 Mn19.55 Mo0.28 Ni19.55 Y0.04
Al20 Cu20 Ta20 V20 W20
Al3.51 Co26.32 Cr17.54 Fe17.54 Ni26.32 Ti8.77
Al2.99 C7.46 Co22.39 Cr14.93 Fe14.93 Ni22.39 Ti14.93
Al2.60 C12.99 Co19.48 Cr12.99 Fe12.99 Ni19.48 Ti19.48
Al2.30 C17.24 Co17.24 Cr11.49 Fe11.49 Ni17.24 Ti22.99
Al2.06 C20.62 Co15.46 Cr10.31 Fe10.31 Ni15.46 Ti25.77
Co20 Cr20 Fe20 Mn20 Ni20
Co30 Cr10 Fe45 Ni5 V10
Co30 Cr10 Fe45 Ni5 V10
Al16.67 B16.67 Co16.67 Cr16.67 Fe16.67 Ni16.67
Al16.39 B16.39 Co16.39 Cr16.39 Fe16.39 Ni16.39 Y1.64
Al16.13 B16.13 Co16.13 Cr16.13 Fe16.13 Ni16.13 Y3.23
Al5.26 Co21.05 Cr21.05 Fe21.05 Ni21.05 Ti10.53
Al5.26 Co21.05 Cr21.05 Fe21.05 Ni21.05 Ti10.53
Al5.26 Co21.05 Cr21.05 Fe21.05 Ni21.05 Ti10.53
Nb25 Ta25 Ti25 V25
Nb25 Ta25 Ti25 V25
Nb25 Ta25 Ti25 V25
Nb25 Ta25 Ti25 V25
Nb25 Ta25 Ti25 V25
Al20 Co20 Cu20 Ni20 Zn20
Al16.67 Co16.67 Cr16.67 Cu16.67 Fe16.67 Ni16.67
Al20 Co20 Cr20 Fe20 Ni20
Al20 Co20 Cr20 Fe20 Ni20
Al2.43 B0.57 Co17 Cr26.57 Fe18.57 Mn19.86 Ni15
Al2.43 B0.57 Co17 Cr26.57 Fe18.57 Mn19.86 Ni15
Al2.43 B0.57 Co17 Cr26.57 Fe18.57 Mn19.86 Ni15
Co20 Cr20 Fe20 Mn20 Ti20
Co20 Cr20 Fe20 Mn20 Ti20
Co20 Cr20 Fe20 Mn20 Ti20
Co20 Cr20 Fe20 Mn20 Ti20
Co20 Cr20 Fe20 Mn20 Ti20
Co20 Cr20 Fe20 Mn20 Ti20
